correct,score,date,matrix,text,name
7,283,2024-02-07,"[[false, true, true], [false, true, true], [true, true, true]]","⚾️ Immaculate Grid 311 7/9:
Rarity: 283
⬜️🟩🟩
⬜️🟩🟩
🟩🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Keith
9,160,2024-02-08,"[[true, true, true], [true, true, true], [true, true, true]]","⚾️ Immaculate Grid 312 9/9:
Rarity: 160
IMMACULATE!
🟩🟩🟩
🟩🟩🟩
🟩🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Rachel
9,24,2024-02-08,"[[true, true, true], [true, true, true], [true, true, true]]","⚾️ Immaculate Grid 312 9/9:
Rarity: 24
IMMACULATE!
🟩🟩🟩
🟩🟩🟩
🟩🟩🟩",Will
9,250,2024-02-08,"[[true, true, true], [true, true, true], [true, true, true]]","⚾️ Immaculate Grid 312 9/9:
Rarity: 250
IMMACULATE!
🟩🟩🟩
🟩🟩🟩
🟩🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Sam
8,126,2024-02-08,"[[true, true, true], [true, true, true], [true, false, true]]","⚾️ Immaculate Grid 312 8/9:
Rarity: 126
🟩🟩🟩
🟩🟩🟩
🟩⬜️🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref

Went with a pitcher for 300 on orioles and just missed. Bummer. Would have had a great score.",Cliff
9,112,2024-02-08,"[[true, true, true], [true, true, true], [true, true, true]]","⚾️ Immaculate Grid 312 9/9:
Rarity: 112
IMMACULATE!
🟩🟩🟩
🟩🟩🟩
🟩🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Keith
7,368,2024-02-09,"[[true, true, false], [true, true, true], [true, true, false]]","⚾️ Immaculate Grid 313 7/9:
Rarity: 368
🟩🟩⬜️
🟩🟩🟩
🟩🟩⬜️",Will
6,452,2024-02-09,"[[false, true, true], [true, true, false], [false, true, true]]","⚾️ Immaculate Grid 313 6/9:
Rarity: 452
⬜️🟩🟩
🟩🟩⬜️
⬜️🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Sam
6,328,2024-02-09,"[[true, true, true], [false, false, true], [true, false, true]]","⚾️ Immaculate Grid 313 6/9:
Rarity: 328
🟩🟩🟩
⬜️⬜️🟩
🟩⬜️🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Cliff
7,336,2024-02-09,"[[false, true, true], [true, true, true], [false, true, true]]","⚾️ Immaculate Grid 313 7/9:
Rarity: 336
⬜️🟩🟩
🟩🟩🟩
⬜️🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Keith
9,36,2024-02-10,"[[true, true, true], [true, true, true], [true, true, true]]","⚾️ Immaculate Grid 314 9/9:
Rarity: 36
IMMACULATE!
🟩🟩🟩
🟩🟩🟩
🟩🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Cliff
9,37,2024-02-10,"[[true, true, true], [true, true, true], [true, true, true]]","⚾️ Immaculate Grid 314 9/9:
Rarity: 37
IMMACULATE!
🟩🟩🟩
🟩🟩🟩
🟩🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Keith
4,607,2024-02-10,"[[false, false, true], [true, true, false], [false, false, true]]","⚾️ Immaculate Grid 313 4/9:
Rarity: 607
⬜️⬜️🟩
🟩🟩⬜️
⬜️⬜️🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Rachel
9,146,2024-02-10,"[[true, true, true], [true, true, true], [true, true, true]]","⚾️ Immaculate Grid 314 9/9:
Rarity: 146
IMMACULATE!
🟩🟩🟩
🟩🟩🟩
🟩🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Rachel
9,103,2024-02-10,"[[true, true, true], [true, true, true], [true, true, true]]","⚾️ Immaculate Grid 314 9/9:
Rarity: 103
IMMACULATE!
🟩🟩🟩
🟩🟩🟩
🟩🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Sam
9,38,2024-02-10,"[[true, true, true], [true, true, true], [true, true, true]]","⚾️ Immaculate Grid 314 9/9:
Rarity: 38
IMMACULATE!
🟩🟩🟩
🟩🟩🟩
🟩🟩🟩",Will
8,219,2024-02-11,"[[true, true, true], [true, true, true], [false, true, true]]","⚾️ Immaculate Grid 315 8/9:
Rarity: 219
🟩🟩🟩
🟩🟩🟩
⬜️🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Rachel
7,288,2024-02-11,"[[true, true, true], [true, true, true], [false, true, false]]","⚾️ Immaculate Grid 315 7/9:
Rarity: 288
🟩🟩🟩
🟩🟩🟩
⬜️🟩⬜️
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Cliff
9,125,2024-02-11,"[[true, true, true], [true, true, true], [true, true, true]]","⚾️ Immaculate Grid 315 9/9:
Rarity: 125
IMMACULATE!
🟩🟩🟩
🟩🟩🟩
🟩🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Sam
8,164,2024-02-11,"[[true, true, true], [true, true, false], [true, true, true]]","⚾️ Immaculate Grid 315 8/9:
Rarity: 164
🟩🟩🟩
🟩🟩⬜️
🟩🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Keith
7,217,2024-02-11,"[[true, true, true], [true, true, true], [false, true, false]]","⚾️ Immaculate Grid 315 7/9:
Rarity: 217
🟩🟩🟩
🟩🟩🟩
⬜️🟩⬜️",Will
7,223,2024-02-12,"[[true, true, true], [true, false, false], [true, true, true]]","⚾️ Immaculate Grid 316 7/9:
Rarity: 223
🟩🟩🟩
🟩⬜️⬜️
🟩🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Cliff
8,287,2024-02-12,"[[true, true, true], [true, true, false], [true, true, true]]","⚾️ Immaculate Grid 316 8/9:
Rarity: 287
🟩🟩🟩
🟩🟩⬜️
🟩🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Sam
8,172,2024-02-12,"[[true, true, true], [true, true, false], [true, true, true]]","⚾️ Immaculate Grid 316 8/9:
Rarity: 172
🟩🟩🟩
🟩🟩⬜️
🟩🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Keith
7,342,2024-02-12,"[[true, true, false], [true, true, false], [true, true, true]]","⚾️ Immaculate Grid 316 7/9:
Rarity: 342
🟩🟩⬜️
🟩🟩⬜️
🟩🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Rachel
7,338,2024-02-12,"[[true, true, false], [true, true, false], [true, true, true]]","⚾️ Immaculate Grid 316 7/9:
Rarity: 338
🟩🟩⬜️
🟩🟩⬜️
🟩🟩🟩",Will
6,400,2024-02-13,"[[true, true, true], [false, false, true], [false, true, true]]","⚾️ Immaculate Grid 317 6/9:
Rarity: 400
🟩🟩🟩
⬜️⬜️🟩
⬜️🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Sam
4,558,2024-02-13,"[[false, false, true], [false, false, true], [false, true, true]]","⚾️ Immaculate Grid 317 4/9:
Rarity: 558
⬜️⬜️🟩
⬜️⬜️🟩
⬜️🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Rachel
8,202,2024-02-13,"[[true, true, true], [true, true, true], [false, true, true]]","⚾️ Immaculate Grid 317 8/9:
Rarity: 202
🟩🟩🟩
🟩🟩🟩
⬜️🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Keith
5,469,2024-02-13,"[[false, false, true], [false, true, true], [false, true, true]]","⚾️ Immaculate Grid 317 5/9:
Rarity: 469
⬜️⬜️🟩
⬜️🟩🟩
⬜️🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Cliff
5,492,2024-02-13,"[[true, false, true], [false, true, true], [false, false, true]]","⚾️ Immaculate Grid 317 5/9:
Rarity: 492
🟩⬜️🟩
⬜️🟩🟩
⬜️⬜️🟩",Will
6,432,2024-02-14,"[[false, true, false], [true, true, true], [false, true, true]]","⚾️ Immaculate Grid 318 6/9:
Rarity: 432
⬜️🟩⬜️
🟩🟩🟩
⬜️🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Rachel
9,172,2024-02-14,"[[true, true, true], [true, true, true], [true, true, true]]","⚾️ Immaculate Grid 318 9/9:
Rarity: 172
IMMACULATE!
🟩🟩🟩
🟩🟩🟩
🟩🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Sam
7,304,2024-02-14,"[[true, true, true], [true, true, false], [true, false, true]]","⚾️ Immaculate Grid 318 7/9:
Rarity: 304
🟩🟩🟩
🟩🟩⬜️
🟩⬜️🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Keith
8,179,2024-02-14,"[[true, true, true], [true, true, true], [false, true, true]]","⚾️ Immaculate Grid 318 8/9:
Rarity: 179
🟩🟩🟩
🟩🟩🟩
⬜️🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref
Clicked on wrong box and messed up",Cliff
9,159,2024-02-14,"[[true, true, true], [true, true, true], [true, true, true]]","⚾️ Immaculate Grid 318 9/9:
Rarity: 159
IMMACULATE!
🟩🟩🟩
🟩🟩🟩
🟩🟩🟩",Will
9,246,2024-02-15,"[[true, true, true], [true, true, true], [true, true, true]]","⚾️ Immaculate Grid 319 9/9:
Rarity: 246
IMMACULATE!
🟩🟩🟩
🟩🟩🟩
🟩🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Rachel
9,38,2024-02-15,"[[true, true, true], [true, true, true], [true, true, true]]","⚾️ Immaculate Grid 319 9/9:
Rarity: 38
IMMACULATE!
🟩🟩🟩
🟩🟩🟩
🟩🟩🟩",Will
9,24,2024-02-15,"[[true, true, true], [true, true, true], [true, true, true]]","⚾️ Immaculate Grid 319 9/9:
Rarity: 24
IMMACULATE!
🟩🟩🟩
🟩🟩🟩
🟩🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Cliff
9,49,2024-02-15,"[[true, true, true], [true, true, true], [true, true, true]]","⚾️ Immaculate Grid 319 9/9:
Rarity: 49
IMMACULATE!
🟩🟩🟩
🟩🟩🟩
🟩🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Keith
9,226,2024-02-15,"[[true, true, true], [true, true, true], [true, true, true]]","⚾️ Immaculate Grid 319 9/9:
Rarity: 226
IMMACULATE!
🟩🟩🟩
🟩🟩🟩
🟩🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Sam
8,253,2024-02-16,"[[true, true, true], [true, false, true], [true, true, true]]","⚾️ Immaculate Grid 320 8/9:
Rarity: 253
🟩🟩🟩
🟩⬜️🟩
🟩🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Sam
7,317,2024-02-16,"[[true, false, true], [true, false, true], [true, true, true]]","⚾️ Immaculate Grid 320 7/9:
Rarity: 317
🟩⬜️🟩
🟩⬜️🟩
🟩🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Rachel
9,151,2024-02-16,"[[true, true, true], [true, true, true], [true, true, true]]","⚾️ Immaculate Grid 320 9/9:
Rarity: 151
IMMACULATE!
🟩🟩🟩
🟩🟩🟩
🟩🟩🟩",Will
8,165,2024-02-16,"[[true, true, true], [true, true, true], [true, false, true]]","⚾️ Immaculate Grid 320 8/9:
Rarity: 165
🟩🟩🟩
🟩🟩🟩
🟩⬜️🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Keith
7,227,2024-02-16,"[[false, false, true], [true, true, true], [true, true, true]]","⚾️ Immaculate Grid 320 7/9:
Rarity: 227
⬜️⬜️🟩
🟩🟩🟩
🟩🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref

Used bad strategies",Cliff
8,256,2024-02-17,"[[true, true, false], [true, true, true], [true, true, true]]","⚾️ Immaculate Grid 321 8/9:
Rarity: 256
🟩🟩⬜️
🟩🟩🟩
🟩🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Rachel
9,205,2024-02-17,"[[true, true, true], [true, true, true], [true, true, true]]","⚾️ Immaculate Grid 321 9/9:
Rarity: 205
IMMACULATE!
🟩🟩🟩
🟩🟩🟩
🟩🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Sam
9,191,2024-02-17,"[[true, true, true], [true, true, true], [true, true, true]]","⚾️ Immaculate Grid 321 9/9:
Rarity: 191
IMMACULATE!
🟩🟩🟩
🟩🟩🟩
🟩🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Keith
9,159,2024-02-17,"[[true, true, true], [true, true, true], [true, true, true]]","⚾️ Immaculate Grid 321 9/9:
Rarity: 159
IMMACULATE!
🟩🟩🟩
🟩🟩🟩
🟩🟩🟩",Will
9,101,2024-02-17,"[[true, true, true], [true, true, true], [true, true, true]]","⚾️ Immaculate Grid 321 9/9:
Rarity: 101
IMMACULATE!
🟩🟩🟩
🟩🟩🟩
🟩🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Cliff
8,212,2024-02-18,"[[true, true, true], [true, true, false], [true, true, true]]","⚾️ Immaculate Grid 322 8/9:
Rarity: 212
🟩🟩🟩
🟩🟩⬜️
🟩🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Keith
8,196,2024-02-18,"[[true, true, true], [true, true, false], [true, true, true]]","⚾️ Immaculate Grid 322 8/9:
Rarity: 196
🟩🟩🟩
🟩🟩⬜️
🟩🟩🟩",Will
7,324,2024-02-18,"[[false, true, true], [true, true, true], [false, true, true]]","⚾️ Immaculate Grid 322 7/9:
Rarity: 324
⬜️🟩🟩
🟩🟩🟩
⬜️🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Sam
5,563,2024-02-18,"[[false, false, true], [true, false, true], [false, true, true]]","⚾️ Immaculate Grid 322 5/9:
Rarity: 563
⬜️⬜️🟩
🟩⬜️🟩
⬜️🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Rachel
9,71,2024-02-19,"[[true, true, true], [true, true, true], [true, true, true]]","⚾️ Immaculate Grid 323 9/9:
Rarity: 71
IMMACULATE!
🟩🟩🟩
🟩🟩🟩
🟩🟩🟩",Will
8,121,2024-02-19,"[[true, true, true], [true, true, true], [true, false, true]]","⚾️ Immaculate Grid 323 8/9:
Rarity: 121
🟩🟩🟩
🟩🟩🟩
🟩⬜️🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Cliff
9,66,2024-02-19,"[[true, true, true], [true, true, true], [true, true, true]]","⚾️ Immaculate Grid 323 9/9:
Rarity: 66
IMMACULATE!
🟩🟩🟩
🟩🟩🟩
🟩🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Keith
7,253,2024-02-19,"[[false, true, true], [true, true, false], [true, true, true]]","⚾️ Immaculate Grid 322 7/9:
Rarity: 253
⬜️🟩🟩
🟩🟩⬜️
🟩🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Cliff
8,141,2024-02-19,"[[true, true, true], [true, false, true], [true, true, true]]","⚾️ Immaculate Grid 323 8/9:
Rarity: 141
🟩🟩🟩
🟩⬜️🟩
🟩🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Rachel
8,193,2024-02-19,"[[false, true, true], [true, true, true], [true, true, true]]","⚾️ Immaculate Grid 323 8/9:
Rarity: 193
⬜️🟩🟩
🟩🟩🟩
🟩🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Sam
9,124,2024-02-20,"[[true, true, true], [true, true, true], [true, true, true]]","⚾️ Immaculate Grid 324 9/9:
Rarity: 124
IMMACULATE!
🟩🟩🟩
🟩🟩🟩
🟩🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Sam
5,506,2024-02-20,"[[true, false, true], [true, true, false], [true, false, false]]","⚾️ Immaculate Grid 324 5/9:
Rarity: 506
🟩⬜️🟩
🟩🟩⬜️
🟩⬜️⬜️
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Rachel
7,316,2024-02-20,"[[true, true, true], [true, false, true], [true, false, true]]","⚾️ Immaculate Grid 324 7/9:
Rarity: 316
🟩🟩🟩
🟩⬜️🟩
🟩⬜️🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref


Wasted guesses on first round picks",Cliff
8,157,2024-02-20,"[[true, false, true], [true, true, true], [true, true, true]]","⚾️ Immaculate Grid 324 8/9:
Rarity: 157
🟩⬜️🟩
🟩🟩🟩
🟩🟩🟩",Will
7,329,2024-02-20,"[[true, true, true], [true, true, false], [true, true, false]]","⚾️ Immaculate Grid 324 7/9:
Rarity: 329
🟩🟩🟩
🟩🟩⬜️
🟩🟩⬜️
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Keith
8,134,2024-02-21,"[[true, true, true], [true, true, true], [true, true, false]]","⚾️ Immaculate Grid 325 8/9:
Rarity: 134
🟩🟩🟩
🟩🟩🟩
🟩🟩⬜️
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Cliff
7,278,2024-02-21,"[[false, true, true], [false, true, true], [true, true, true]]","⚾️ Immaculate Grid 325 7/9:
Rarity: 278
⬜️🟩🟩
⬜️🟩🟩
🟩🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Rachel
6,385,2024-02-21,"[[false, true, true], [false, true, false], [true, true, true]]","⚾️ Immaculate Grid 325 6/9:
Rarity: 385
⬜️🟩🟩
⬜️🟩⬜️
🟩🟩🟩",Will
7,252,2024-02-21,"[[false, true, true], [true, false, true], [true, true, true]]","⚾️ Immaculate Grid 325 7/9:
Rarity: 252
⬜️🟩🟩
🟩⬜️🟩
🟩🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Keith
7,292,2024-02-21,"[[false, true, true], [false, true, true], [true, true, true]]","⚾️ Immaculate Grid 325 7/9:
Rarity: 292
⬜️🟩🟩
⬜️🟩🟩
🟩🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Sam
9,53,2024-02-22,"[[true, true, true], [true, true, true], [true, true, true]]","⚾️ Immaculate Grid 326 9/9:
Rarity: 53
IMMACULATE!
🟩🟩🟩
🟩🟩🟩
🟩🟩🟩",Will
8,174,2024-02-22,"[[true, true, true], [true, true, true], [true, false, true]]","⚾️ Immaculate Grid 326 8/9:
Rarity: 174
🟩🟩🟩
🟩🟩🟩
🟩⬜️🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Keith
6,441,2024-02-22,"[[true, true, true], [true, false, false], [true, false, true]]","⚾️ Immaculate Grid 326 6/9:
Rarity: 441
🟩🟩🟩
🟩⬜️⬜️
🟩⬜️🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Rachel
7,230,2024-02-22,"[[true, false, true], [true, false, true], [true, true, true]]","Some bad guesses

⚾️ Immaculate Grid 326 7/9:
Rarity: 230
🟩⬜️🟩
🟩⬜️🟩
🟩🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Cliff
9,164,2024-02-22,"[[true, true, true], [true, true, true], [true, true, true]]","⚾️ Immaculate Grid 326 9/9:
Rarity: 164
IMMACULATE!
🟩🟩🟩
🟩🟩🟩
🟩🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Sam
6,514,2024-02-23,"[[false, true, true], [false, true, true], [false, true, true]]","⚾️ Immaculate Grid 327 6/9:
Rarity: 514
⬜️🟩🟩
⬜️🟩🟩
⬜️🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Rachel
9,202,2024-02-23,"[[true, true, true], [true, true, true], [true, true, true]]","⚾️ Immaculate Grid 327 9/9:
Rarity: 202
IMMACULATE!
🟩🟩🟩
🟩🟩🟩
🟩🟩🟩",Will
8,330,2024-02-23,"[[true, true, true], [true, true, true], [false, true, true]]","⚾️ Immaculate Grid 327 8/9:
Rarity: 330
🟩🟩🟩
🟩🟩🟩
⬜️🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Sam
9,82,2024-02-23,"[[true, true, true], [true, true, true], [true, true, true]]","⚾️ Immaculate Grid 327 9/9:
Rarity: 82
IMMACULATE!
🟩🟩🟩
🟩🟩🟩
🟩🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Cliff
9,82,2024-02-23,"[[true, true, true], [true, true, true], [true, true, true]]","⚾️ Immaculate Grid 327 9/9:
Rarity: 82
IMMACULATE!
🟩🟩🟩
🟩🟩🟩
🟩🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Keith
9,94,2024-02-24,"[[true, true, true], [true, true, true], [true, true, true]]","⚾️ Immaculate Grid 328 9/9:
Rarity: 94
IMMACULATE!
🟩🟩🟩
🟩🟩🟩
🟩🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Sam
8,129,2024-02-24,"[[true, true, true], [true, false, true], [true, true, true]]","⚾️ Immaculate Grid 328 8/9:
Rarity: 129
🟩🟩🟩
🟩⬜️🟩
🟩🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Rachel
8,111,2024-02-24,"[[true, true, true], [true, true, true], [true, false, true]]","I blew it going for a great score

⚾️ Immaculate Grid 328 8/9:
Rarity: 111
🟩🟩🟩
🟩🟩🟩
🟩⬜️🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Cliff
8,183,2024-02-24,"[[true, true, true], [true, false, true], [true, true, true]]","⚾️ Immaculate Grid 328 8/9:
Rarity: 183
🟩🟩🟩
🟩⬜️🟩
🟩🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Keith
8,170,2024-02-24,"[[true, true, true], [false, true, true], [true, true, true]]","⚾️ Immaculate Grid 328 8/9:
Rarity: 170
🟩🟩🟩
⬜️🟩🟩
🟩🟩🟩",Will
8,196,2024-02-25,"[[true, true, true], [false, true, true], [true, true, true]]","⚾️ Immaculate Grid 329 8/9:
Rarity: 196
🟩🟩🟩
⬜️🟩🟩
🟩🟩🟩",Will
8,230,2024-02-25,"[[true, true, true], [true, true, true], [false, true, true]]","⚾️ Immaculate Grid 329 8/9:
Rarity: 230
🟩🟩🟩
🟩🟩🟩
⬜️🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Sam
8,162,2024-02-25,"[[true, true, true], [false, true, true], [true, true, true]]","⚾️ Immaculate Grid 329 8/9:
Rarity: 162
🟩🟩🟩
⬜️🟩🟩
🟩🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Keith
8,149,2024-02-25,"[[true, false, true], [true, true, true], [true, true, true]]","⚾️ Immaculate Grid 329 8/9:
Rarity: 149
🟩⬜️🟩
🟩🟩🟩
🟩🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Cliff
6,382,2024-02-25,"[[true, true, true], [false, false, true], [false, true, true]]","⚾️ Immaculate Grid 329 6/9:
Rarity: 382
🟩🟩🟩
⬜️⬜️🟩
⬜️🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Rachel
8,244,2024-02-26,"[[true, true, true], [false, true, true], [true, true, true]]","⚾️ Immaculate Grid 330 8/9:
Rarity: 244
🟩🟩🟩
⬜️🟩🟩
🟩🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Sam
7,343,2024-02-26,"[[true, true, true], [false, true, true], [false, true, true]]","⚾️ Immaculate Grid 330 7/9:
Rarity: 343
🟩🟩🟩
⬜️🟩🟩
⬜️🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Keith
6,426,2024-02-26,"[[false, true, false], [true, true, true], [false, true, true]]","⚾️ Immaculate Grid 330 6/9:
Rarity: 426
⬜️🟩⬜️
🟩🟩🟩
⬜️🟩🟩",Will
8,246,2024-02-26,"[[false, true, true], [true, true, true], [true, true, true]]","⚾️ Immaculate Grid 330 8/9:
Rarity: 246
⬜️🟩🟩
🟩🟩🟩
🟩🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref

Messed up picked the wrong Griffey at first",Cliff
4,582,2024-02-26,"[[false, false, false], [false, true, true], [false, true, true]]","⚾️ Immaculate Grid 330 4/9:
Rarity: 582
⬜️⬜️⬜️
⬜️🟩🟩
⬜️🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Rachel
7,314,2024-02-27,"[[false, true, true], [true, false, true], [true, true, true]]","⚾️ Immaculate Grid 331 7/9:
Rarity: 314
⬜️🟩🟩
🟩⬜️🟩
🟩🟩🟩",Will
9,102,2024-02-27,"[[true, true, true], [true, true, true], [true, true, true]]","⚾️ Immaculate Grid 331 9/9:
Rarity: 102
IMMACULATE!
🟩🟩🟩
🟩🟩🟩
🟩🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Keith
6,456,2024-02-27,"[[false, true, true], [true, false, true], [false, true, true]]","⚾️ Immaculate Grid 331 6/9:
Rarity: 456
⬜️🟩🟩
🟩⬜️🟩
⬜️🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Sam
7,286,2024-02-27,"[[false, false, true], [true, true, true], [true, true, true]]","⚾️ Immaculate Grid 331 7/9:
Rarity: 286
⬜️⬜️🟩
🟩🟩🟩
🟩🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref

Great job",Cliff
6,434,2024-02-27,"[[false, false, true], [true, true, true], [false, true, true]]","⚾️ Immaculate Grid 331 6/9:
Rarity: 434
⬜️⬜️🟩
🟩🟩🟩
⬜️🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Rachel
7,271,2024-02-28,"[[true, true, true], [false, true, true], [true, false, true]]","⚾️ Immaculate Grid 332 7/9:
Rarity: 271
🟩🟩🟩
⬜️🟩🟩
🟩⬜️🟩",Will
9,17,2024-02-28,"[[true, true, true], [true, true, true], [true, true, true]]","⚾️ Immaculate Grid 332 9/9:
Rarity: 17
IMMACULATE!
🟩🟩🟩
🟩🟩🟩
🟩🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Keith
7,298,2024-02-28,"[[true, true, true], [false, true, true], [false, true, true]]","⚾️ Immaculate Grid 332 7/9:
Rarity: 298
🟩🟩🟩
⬜️🟩🟩
⬜️🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Sam
8,135,2024-02-28,"[[true, true, true], [false, true, true], [true, true, true]]","⚾️ Immaculate Grid 332 8/9:
Rarity: 135
🟩🟩🟩
⬜️🟩🟩
🟩🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref

Messed up",Cliff
7,273,2024-02-28,"[[true, true, true], [false, true, true], [false, true, true]]","⚾️ Immaculate Grid 332 7/9:
Rarity: 273
🟩🟩🟩
⬜️🟩🟩
⬜️🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Rachel
6,416,2024-02-29,"[[true, true, false], [false, false, true], [true, true, true]]","⚾️ Immaculate Grid 333 6/9:
Rarity: 416
🟩🟩⬜️
⬜️⬜️🟩
🟩🟩🟩
Play at:
https://immaculategrid.com
@immaculategrid x @baseball_ref",Sam
